Параметр: fid,ID товара,ID варианта
MOD600WL-02W___maytoni,277873178,486493304
MOD063PL-L50G3K___maytoni,277873181,486493309
MOD063PL-L30G3K___maytoni,277873197,486493326
MOD028PL-08CH___maytoni,277873202,486493331
MOD028PL-06CH___maytoni,277873206,486493339
MOD028PL-04CH___maytoni,277873210,486493346
MOD028WL-02CH___maytoni,277873215,486493353
MOD048CL-06G___maytoni,277873259,486493402
MOD048PL-06G___maytoni,277873273,486493417
MOD048PL-03G___maytoni,277873277,486493423
MOD048PL-02G___maytoni,277873284,486493428
MOD048PL-09G___maytoni,277873288,486493432
MOD048WL-02G___maytoni,277873292,486493437
MOD050WL-02G___maytoni,277873296,486493441
MOD116WL-L7BS3K___maytoni,277873300,486493448
MOD116WL-L7B3K___maytoni,277873304,486493453
MOD073CL-L13B3K___maytoni,277873307,486493457
MOD074PL-L16B3K___maytoni,277873311,486493462
MOD061PL-01CH___maytoni,277873352,486493513
MOD061PL-01BS___maytoni,277873356,486493517
MOD073PL-L16B3K___maytoni,277873360,486493521
MOD061WL-01BS___maytoni,277873370,486493530
MOD074CL-L13B3K___maytoni,277873374,486493536
MOD061WL-01CH___maytoni,277873424,486493589
MOD095CL-02BS___maytoni,277873427,486493594
MOD095CL-02W___maytoni,277873431,486493596
MOD095PL-14BS___maytoni,277873434,486493600
MOD095PL-10W___maytoni,277873448,486493618
MOD095PL-10BS___maytoni,277873463,486493633
MOD095PL-14W___maytoni,277873466,486493637
MOD095PL-02W___maytoni,277873470,486493640
MOD095WL-02BS___maytoni,277873473,486493644
MOD095PL-02BS___maytoni,277873477,486493647
MOD056PL-L12G3K___maytoni,277873479,486493650
MOD221-PL-12-G___maytoni,277873497,486493672
MOD095WL-02W___maytoni,277873500,486493676
MOD221-PL-12-N___maytoni,277873504,486493680
MOD221-PL-08-G___maytoni,277873509,486493685
MOD055PL-L12G3K___maytoni,277873514,486493691
MOD221PL-10G___maytoni,277873540,486493720
MOD221PL-10N___maytoni,277873553,486493742
MOD221-PL-08-N___maytoni,277873558,486493751
MOD221-PL-05-G___maytoni,277873564,486493755
MOD221-PL-05-N___maytoni,277873567,486493758
MOD221-PL-01-G___maytoni,277873571,486493762
MOD221-PL-01-N___maytoni,277873574,486493766
MOD221-WL-02-G___maytoni,277873578,486493770
MOD221-WL-02-N___maytoni,277873582,486493776
MOD221-WL-01-N___maytoni,277873587,486493779
MOD221-WL-01-G___maytoni,277873590,486493782
MOD221-TL-01-N___maytoni,277873593,486493785
MOD221-TL-01-G___maytoni,277873596,486493788
MOD221FL-01G___maytoni,277873600,486493794
MOD221FL-01N___maytoni,277873615,486493808
MOD221-FL-01-G___maytoni,277873619,486493813
MOD221-FL-01-N___maytoni,277873624,486493816
MOD013PL-06W___maytoni,277873628,486493821
MOD013PL-06BS___maytoni,277873632,486493824
MOD013PL-06B___maytoni,277873635,486493828
MOD013PL-04B___maytoni,277873639,486493832
MOD013PL-04BS___maytoni,277873643,486493836
MOD013PL-04W___maytoni,277873648,486493847
MOD013PL-02B___maytoni,277873655,486493852
MOD013PL-02BS___maytoni,277873658,486493855
MOD013PL-02W___maytoni,277873661,486493859
MOD021PL-18CH___maytoni,277873666,486493864
MOD021PL-07CH___maytoni,277873670,486493870
MOD021PL-07G___maytoni,277873674,486493875
MOD545PL-20CH___maytoni,277873678,486493879
MOD545PL-20G___maytoni,277873682,486493883
MOD545PL-12G___maytoni,277873686,486493887
MOD545PL-12CH___maytoni,277873690,486493891
MOD545PL-24G___maytoni,277873694,486493900
MOD545PL-24CH___maytoni,277873713,486493921
MOD545WL-13G___maytoni,277873719,486493926
MOD545WL-09G___maytoni,277873737,486493945
MOD545WL-05G___maytoni,277873741,486493949
MOD547PL-25CH___maytoni,277873744,486493953
MOD547PL-25G___maytoni,277873748,486493957
MOD547WL-13CH___maytoni,277873753,486493963
MOD547WL-13G___maytoni,277873756,486493971
MOD547WL-09CH___maytoni,277873761,486493977
MOD547WL-09G___maytoni,277873765,486493978
MOD547WL-05G___maytoni,277873767,486493981
MOD547WL-05CH___maytoni,277873771,486493985
MOD548PL-25G___maytoni,277873774,486493989
MOD548PL-25CH___maytoni,277873778,486493992
MOD431-PL-06-WS___maytoni,277873782,486493997
MOD431-PL-06-WG___maytoni,277873786,486494000
MOD431-PL-01-WG___maytoni,277873790,486494004
MOD431-PL-01-WS___maytoni,277873794,486494008
MOD431-WL-01-WG___maytoni,277873797,486494012
MOD431-WL-01-WS___maytoni,277873801,486494014
MOD431-TL-01-WG___maytoni,277873803,486494018
MOD431-TL-01-WS___maytoni,277873807,486494022
MOD030PL-06GR___maytoni,277873812,486494028
MOD030PL-05GR___maytoni,277873817,486494031
MOD030PL-01GR___maytoni,277873821,486494035
MOD012CL-06G___maytoni,277873824,486494039
MOD012CL-12G___maytoni,277873828,486494042
MOD012PL-02G___maytoni,277873832,486494045
MOD012WL-04G___maytoni,277873834,486494048
MOD012WL-02G___maytoni,277873837,486494052
MOD613CL-04GR___maytoni,277873841,486494056
MOD613PL-03W___maytoni,277873909,486494129
MOD613PL-03BG___maytoni,277873953,486494184
MOD613PL-03CH___maytoni,277873996,486494252
MOD613WL-01W___maytoni,277874042,486494299
MOD613TL-01B___maytoni,277874058,486494316
MOD613TL-01W___maytoni,277874109,486494377
MOD613WL-01B___maytoni,277874153,486494433
MOD613FL-01W___maytoni,277874173,486494455
MOD613FL-01B___maytoni,277874176,486494460
MOD617CL-04GR___maytoni,277874207,486494489
MOD617PL-03CH___maytoni,277874261,486494552
MOD617WL-01CH___maytoni,277874293,486494585
MOD617WL-01W___maytoni,277874296,486494589
MOD617WL-01B___maytoni,277874313,486494607
MOD009PL-05N___maytoni,277874332,486494626
MOD009WL-02N___maytoni,277874336,486494630
MOD009WL-01N___maytoni,277874339,486494634
MOD029-PL-01-W___maytoni,277874344,486494639
MOD008WL-01N___maytoni,277874348,486494643
MOD008FL-01N___maytoni,277874352,486494647
H186-PL-01-61W-BS___maytoni,277874357,486494651
H186-PL-01-46W-BS___maytoni,277874361,486494655
MOD544PL-01B___maytoni,277874365,486494661
MOD544WL-01B___maytoni,277874370,486494667
MOD544TL-01B___maytoni,277874374,486494676
MOD003PL-L54WS___maytoni,277874381,486494682
MOD003PL-L54WG___maytoni,277874385,486494684
MOD341-PL-01-24W-W___maytoni,277874388,486494688
MOD341-WL-01-W___maytoni,277874392,486494692
MOD833-08-N___maytoni,277874397,486494698
MOD833-06-N___maytoni,277874402,486494702
MOD446-01-N___maytoni,277874406,486494706
MOD809-CL-06-72-W___maytoni,277874410,486494710
MOD809-CL-06-72-WB___maytoni,277874415,486494715
MOD542TL-01W___maytoni,277874419,486494725
MOD542TL-01G___maytoni,277874424,486494730
C444-WL-01-21W-N___maytoni,277874429,486494734
C444-WL-01-08W-N___maytoni,277874432,486494738
MOD323-PL-01-W___maytoni,277874436,486494741
MOD974-PLBase-03-Black___maytoni,277874440,486494745
MOD974-FLBase-01-Black___maytoni,277874443,486494748
MOD974-FLShade-Green___maytoni,277874447,486494753
MOD974-WLShade-Green___maytoni,277874451,486494756
MOD974-FLShade-Red___maytoni,277874455,486494760
MOD974-WLShade-Black___maytoni,277874458,486494763
MOD974-PLShade-White___maytoni,277874461,486494767
MOD974-PLShade-Black___maytoni,277874465,486494771
MOD974-WLShade-Red___maytoni,277874467,486494778
MOD974-FLShade-Black___maytoni,277874471,486494784
MOD999-44-W___maytoni,277874478,486494788
MOD231-PL-01-W___maytoni,277874482,486494793
ARM900-02-N___maytoni,277874486,486494796
MOD212-05-N___maytoni,277874490,486494801
MOD550-03-N___maytoni,277874494,486494803
MOD550-02-N___maytoni,277874496,486494810
MOD619PL-01GR___maytoni,277874501,486494817
MOD619TL-01GR___maytoni,277874506,486494821
MOD447-33-N___maytoni,277874509,486494826
MOD447-CL-3-30-W___maytoni,277874512,486494834
MOD239-11-B___maytoni,277874517,486494838
MOD112CL-08N___maytoni,277874522,486494843
MOD112CL-08G___maytoni,277874526,486494846
MOD112-04-G___maytoni,277874529,486494850
MOD112-04-N___maytoni,277874533,486494854
MOD112-08-N___maytoni,277874536,486494857
MOD112-08-G___maytoni,277874540,486494861
MOD142-WL-01-GR___maytoni,277874544,486494867
MOD142-WL-01-N___maytoni,277874550,486494872
MOD200-02-N___maytoni,277874555,486494877
MOD200-22-N___maytoni,277874560,486494881
TOC001-01-N___maytoni,277874564,486494884
P074PL-03N___maytoni,277874567,486494891
P074PL-03BS___maytoni,277874571,486494904
P074PL-01N___maytoni,277874577,486494909
P072PL-L5W3K___maytoni,277874581,486494915
P072PL-L2W3K___maytoni,277874604,486494940
P073PL-L38CH4K___maytoni,277874609,486494945
P074PL-01BS___maytoni,277874612,486494948
P078PL-01CG___maytoni,277874614,486494951
P078PL-01AM___maytoni,277874618,486494955
P078PL-01SG___maytoni,277874623,486494958
P078PL-01BL___maytoni,277874624,486494959
P069PL-L35CH3K___maytoni,277874627,486494962
P079PL-01CG___maytoni,277874629,486494965
P079PL-01BL___maytoni,277874632,486494968
P069PL-L17CH3K___maytoni,277874635,486494971
P079PL-01SG___maytoni,277874638,486494974
P063PL-03B___maytoni,277874648,486494990
P079PL-01AM___maytoni,277874661,486495009
P063PL-02B___maytoni,277874665,486495013
P063PL-01B___maytoni,277874669,486495017
P069PL-L16CH3K___maytoni,277874674,486495023
P053PL-01BL___maytoni,277874679,486495026
P053PL-01GR___maytoni,277874682,486495029
P053PL-01PK___maytoni,277874685,486495033
P052PL-01GR___maytoni,277874689,486495040
P052PL-01BL___maytoni,277874694,486495044
P052PL-01PK___maytoni,277874698,486495047
P057PL-01B___maytoni,277874703,486495052
P057PL-01W___maytoni,277874713,486495061
P057PL-01BS___maytoni,277874714,486495062
P062PL-01W___maytoni,277874715,486495063
P062PL-01GR___maytoni,277874716,486495064
P061PL-01GR___maytoni,277874717,486495065
P061PL-01W___maytoni,277874718,486495066
P060PL-01BS___maytoni,277874719,486495067
P060PL-01N___maytoni,277874720,486495068
P059PL-01B___maytoni,277874721,486495069
P059PL-01CH___maytoni,277874722,486495070
P059PL-01BS___maytoni,277874724,486495074
P058PL-01B___maytoni,277874727,486495079
P058PL-01BS___maytoni,277874732,486495086
P058PL-01CH___maytoni,277874735,486495090
P065PL-L7RG3K___maytoni,277874739,486495094
P065PL-L7B3K___maytoni,277874755,486495109
P065PL-L7CH3K___maytoni,277874758,486495113
P031PL-01BS___maytoni,277874762,486495116
P031PL-01B___maytoni,277874766,486495121
P031PL-01CH___maytoni,277874770,486495125
P030PL-01B___maytoni,277874776,486495131
P030PL-01CH___maytoni,277874780,486495135
P029PL-01B___maytoni,277874783,486495136
P029PL-01CH___maytoni,277874785,486495140
P022PL-01B___maytoni,277874789,486495145
P023PL-01B___maytoni,277874793,486495151
P024PL-01BS___maytoni,277874803,486495158
P033PL-01CH___maytoni,277874807,486495163
P032PL-01BS___maytoni,277874809,486495164
P028PL-01BL___maytoni,277874810,486495165
P028PL-01PN___maytoni,277874811,486495166
P028PL-01GN___maytoni,277874813,486495168
P011PL-01CH___maytoni,277874815,486495174
P011PL-01G___maytoni,277874833,486495190
P013PL-01CH___maytoni,277874837,486495194
P013PL-01C___maytoni,277874843,486495199
P013PL-01G___maytoni,277874846,486495203
P014PL-01C___maytoni,277874851,486495207
P014PL-01G___maytoni,277874854,486495216
P014PL-01CH___maytoni,277874858,486495223
P001PL-01BZ___maytoni,277874862,486495227
P003PL-01BZ___maytoni,277874867,486495233
P002PL-01BZ___maytoni,277874872,486495237
P034PL-01CH___maytoni,277874876,486495241
P035PL-01CH___maytoni,277874887,486495251
P036PL-01CH___maytoni,277874891,486495259
P054PL-01B___maytoni,277874897,486495263
P040PL-01B___maytoni,277874900,486495267
P055PL-01B___maytoni,277874904,486495270
P056PL-01B___maytoni,277874908,486495274
P041PL-01B___maytoni,277874911,486495277
P042PL-01B___maytoni,277874916,486495283
P043PL-01B___maytoni,277874920,486495288
P044PL-01B___maytoni,277874925,486495293
P045PL-01B___maytoni,277874930,486495296
P046PL-01B___maytoni,277874934,486495301
P047PL-01B___maytoni,277874938,486495307
MOD238-PL-01-BL___maytoni,277874946,486495314
MOD238-PL-01-GN___maytoni,277874959,486495327
P012-PL-03-N___maytoni,277874971,486495341
MOD238-PL-01-B___maytoni,277874976,486495347
MOD238-PL-01-TR___maytoni,277874980,486495351
P012-PL-01-N___maytoni,277874992,486495362
F013-22-W___maytoni,277875030,486495400
F013-11-W___maytoni,277875035,486495405
P244-PL-03-N___maytoni,277875039,486495409
P244-PL-01-N___maytoni,277875042,486495413
P140-PL-170-5-G___maytoni,277875046,486495417
P140-PL-170-5-N___maytoni,277875050,486495420
P140-PL-170-1-G___maytoni,277875054,486495425
P140-PL-110-1-N___maytoni,277875058,486495435
P140-PL-170-1-N___maytoni,277875068,486495439
P140-PL-110-1-G___maytoni,277875072,486495442
P225-PL-150-N___maytoni,277875075,486495446
P225-PL-300-N___maytoni,277875079,486495450
P225-PL-200-N___maytoni,277875083,486495453
P225-PL-400-N___maytoni,277875086,486495457
P361PL-01G___maytoni,277875100,486495471
P362PL-01G___maytoni,277875104,486495475
P363PL-01G___maytoni,277875108,486495479
P006PL-01B___maytoni,277875112,486495483
P006PL-01BS___maytoni,277875140,486495509
P006PL-01CH___maytoni,277875162,486495535
P007-PL-01-N___maytoni,277875189,486495563
P007-PL-01-W___maytoni,277875192,486495567
MOD044-PL-01-N___maytoni,277875196,486495571
MOD033-PL-03-N___maytoni,277875227,486495604
MOD044-PL-03-N___maytoni,277875232,486495609
MOD033-PL-01-N___maytoni,277875262,486495641
MOD044-WL-01-N___maytoni,277875294,486495683
MOD033-WL-01-N___maytoni,277875348,486495748
T163-11-C___maytoni,277875385,486495785
T163-11-W___maytoni,277875389,486495790
T163PL-01W___maytoni,277875394,486495793
T163PL-01R___maytoni,277875397,486495795
T163-11-R___maytoni,277875399,486495799
T163PL-01C___maytoni,277875403,486495804
T163-01-C___maytoni,277875408,486495808
T163-01-R___maytoni,277875413,486495814
T163-01-W___maytoni,277875416,486495821
T314-01-B___maytoni,277875421,486495825
T314-11-B___maytoni,277875425,486495829
T314-00-B___maytoni,277875429,486495834
P359-PL-140-W___maytoni,277875434,486495838
P359-PL-01-W___maytoni,277875450,486495854
P359-PL-350-C___maytoni,277875466,486495870
P359-PL-220-C___maytoni,277875471,486495875
P359-PL-140-C___maytoni,277875476,486495879
P534PL-01B___maytoni,277875479,486495883
P534PL-01PN___maytoni,277875483,486495887
P534PL-01GR___maytoni,277875488,486495891
P534PL-01W___maytoni,277875491,486495895
P535PL-01PN___maytoni,277875495,486495899
P535PL-01B___maytoni,277875499,486495903
P535PL-01GR___maytoni,277875505,486495911
P535PL-01W___maytoni,277875511,486495915
P536PL-01R___maytoni,277875515,486495919
P536PL-01YW___maytoni,277875519,486495924
MOD199-PL-03-W___maytoni,277875524,486495934
MOD199-PL-03-G___maytoni,277875529,486495944
P179-PL-01-B___maytoni,277875533,486495954
P179-PL-01-W___maytoni,277875538,486495960
F011-22-W___maytoni,277875542,486495964
MOD211-07-N___maytoni,277875545,486495968
MOD407-WL-01-N___maytoni,277875548,486495971
P528PL-01W___maytoni,277875552,486495977
P530PL-01W___maytoni,277875557,486495981
P229-PL-01-GR___maytoni,277875560,486495984
P229-PL-01-W___maytoni,277875562,486495986
MOD246-PL-01-R___maytoni,277875563,486495987
P018-PL-01-N___maytoni,277875564,486495989
P019-PL-01-N___maytoni,277875567,486495993
MOD832-11-G___maytoni,277875572,486495996
P364PL-01G___maytoni,277875574,486495999
P364PL-01B___maytoni,277875589,486496015
P019-PL-01-W___maytoni,277875594,486496019
MOD267-PL-01-BL___maytoni,277875598,486496024
MOD267-PL-01-N___maytoni,277875601,486496027
MOD996-11-L___maytoni,277875605,486496031
MOD362-CL-01-60W-W___maytoni,277875610,486496036
C6999-CL-75-W___maytoni,277875614,486496040
C6999-CL-45-W___maytoni,277875619,486496048
CL852-04-S___maytoni,277875623,486496052
Z002FL-01B___maytoni,277875628,486496056
Z002FL-01W___maytoni,277875651,486496081
Z010TL-L8W3K___maytoni,277875656,486496085
Z010TL-L8B3K___maytoni,277875659,486496088
Z010FL-L8B3K___maytoni,277875662,486496092
Z010FL-L8W3K___maytoni,277875685,486496114
Z181-TL-01-B___maytoni,277875689,486496119
Z181-TL-01-W___maytoni,277875693,486496123
MOD470WL-01W___maytoni,277875698,486496128
MOD470WL-01B___maytoni,277875702,486496133
MOD470-TL-01-W___maytoni,277875708,486496137
MOD470-TL-01-B___maytoni,277875711,486496141
MOD183-TL-01-W___maytoni,277875723,486496164
MOD183-TL-01-B___maytoni,277875727,486496167
Z328-FL-01-B___maytoni,277875730,486496170
Z328-FL-01-CH___maytoni,277875733,486496174
Z329-FL-01-CH___maytoni,277875738,486496178
Z177-FL-01-BR___maytoni,277875742,486496182
Z001FL-L3W-1B___maytoni,277875745,486496185
Z001FL-L3W-1W___maytoni,277875749,486496190
MIR073WL-L14CH4K___maytoni,277875753,486496193
MIR006WL-L12CH___maytoni,277875756,486496197
MIR006WL-L8CH___maytoni,277875760,486496201
MIR003WL-L16CH___maytoni,277875765,486496206
MIR003WL-L12CH___maytoni,277875769,486496210
MIR003WL-L7CH___maytoni,277875774,486496214
MIR004WL-L12B___maytoni,277875777,486496216
MIR004WL-L12BZ___maytoni,277875778,486496218
MIR001WL-L12CH___maytoni,277875782,486496222
MIR001WL-L8CH___maytoni,277875786,486496226
MIR002WL-L14CH___maytoni,277875790,486496230
MIR002WL-L12CH___maytoni,277875793,486496240
MIR005WL-L16W___maytoni,277875797,486496247
MIR005WL-L16B___maytoni,277875802,486496250
MOD088PL-15BS___maytoni,277875807,486496257
MOD088WL-02BS___maytoni,277875812,486496260
MOD088WL-01BS___maytoni,277875815,486496263
MOD088TL-01BS___maytoni,277875818,486496267
MOD088FL-01BS___maytoni,277875822,486496270
MOD088PL-08BS___maytoni,277875826,486496274
MOD085PL-16BS___maytoni,277875829,486496277
MOD085PL-16CH___maytoni,277875862,486496313
MOD088PL-06BS___maytoni,277875866,486496317
MOD085PL-12BS___maytoni,277875870,486496320
MOD085PL-12CH___maytoni,277875931,486496387
MOD085PL-07CH___maytoni,277875942,486496398
MOD085PL-07BS___maytoni,277875945,486496401
MOD085WL-01BS___maytoni,277875974,486496434
MOD069PL-04CH___maytoni,277876022,486496487
MOD069PL-01CH___maytoni,277876026,486496490
MOD069WL-02CH___maytoni,277876029,486496494
MOD085WL-01CH___maytoni,277876032,486496497
MOD087CL-04G___maytoni,277876083,486496549
MOD087PL-08G___maytoni,277876087,486496551
MOD087PL-06G___maytoni,277876089,486496554
MOD087WL-02G___maytoni,277876092,486496557
MOD060PL-04CH___maytoni,277876095,486496567
MOD060PL-04G___maytoni,277876099,486496573
MOD060PL-01G___maytoni,277876102,486496580
MOD093PL-13BS___maytoni,277876107,486496584
